ID,name,population,latitude,longitude
9448,Górecko Stare,332,50.5223453,22.9967091
9449,Majdan Ruszowski,380,50.6143905,23.3054122
9450,Biedrzychów,100,50.8986765,21.7954706
9451,Bronisławów,120,50.9385084,21.6969979
9452,Nowe,180,50.9262298,21.8034619
9453,Hermanów,100,50.9864303,21.7632104
9454,Kolonia Sól,822,50.5204904,22.6732892
9455,Hosznia Ordynacka,390,50.7462016,22.7566351
9456,Majdan Wielki,916,50.5424790,23.2776106
9457,Wólka Tarłowska,280,50.9917739,21.7169401
9458,Czachów,240,50.9090271,21.7056188
9459,Sokołówka-Kolonia,87,50.6362789,22.6925307
9460,Borownica,139,50.7205324,22.3738097
9461,Rozłopy,78,50.7293083,22.9808652
9462,Wólka Czernięcińska,185,50.7749862,22.8069102
9463,Boża Wola,320,50.6114152,23.2969803
9464,Słupia Nadbrzeżna,200,50.9516202,21.8054102
9465,Lasocin,318,50.8962969,21.7559375
9466,Kopce,28,50.7271805,22.3470735
9467,Nowy Rachów,250,50.9003628,21.8740744
9468,Kawęczyn,350,51.1444570,22.7576891
9469,Grębów,3000,50.5654299,21.8746189
9470,Żuk Nowy,60,50.4886761,22.4019263
9471,Andrzejówka,203,50.5937360,22.6076786
9472,Sokołówka,309,50.6597217,22.6877309
9473,Wrzawy,1572,50.7102064,21.8435144
9474,Łada,577,50.7371453,22.6392029
9475,Nadrzecze,258,50.5996518,22.6920696
9476,Gródki,579,50.7739692,22.6970906
9477,Sokolniki,1965,50.6423894,21.8079249
9478,Majdan Królewski,2400,50.3791794,21.7450836
9479,Nowy Nart,488,50.3492785,22.0116840
9480,Podolszynka Ordynacka,349,50.4157261,22.3580868
9481,Wilcza Wola,2000,50.3607891,21.9068060
9482,Zaleszany,1000,50.6496673,21.8955643
9483,Tarłów,790,51.0010956,21.7151780
9484,Pogorzałka,157,50.3691041,22.0576041
9485,Kustrawa,198,50.3941430,22.3863911
9486,Stary Nart,396,50.3558175,21.9972112
9487,Krzywdy,521,50.3487054,22.2040821
9488,Banachy,210,50.4988270,22.5524386
9489,Turbia,2600,50.6198035,21.9862818
9490,Glinianka,600,50.4752246,22.3078423
9491,Sójkowa,536,50.3997010,22.0460171
9492,Dwikozy,2100,50.7360627,21.7897330
9493,Trześń,1600,50.6517890,21.7887863
9494,Narol,2110,50.3488112,23.3274426
9495,Podolszynka Plebańska,208,50.4151144,22.3784100
9496,Wilkołaz Drugi,240,51.0087592,22.3155198
9497,Nawóz,570,50.7877857,23.0114694
9498,Ostrów,230,51.1163088,23.7779298
9499,Chmiel Pierwszy,330,51.0974428,22.6794525
9500,Kazimierówka,50,51.0670756,23.7784153
9501,Mościska,60,51.0929759,23.8242267
9502,Czerniejów,280,51.0840344,23.6353486
9503,Jarczów,876,50.4238092,23.5907739
9504,Zawady,300,50.4167005,23.5967085
9505,Lipiny Dolne,1120,50.4082332,22.4778021
9506,Jabłonna Druga,760,51.0831155,22.5886562
9507,Dubienka,1042,51.0476985,23.8938053
9508,Turobin,1036,50.8218458,22.7448995
9509,Biłgoraj,27169,50.5424846,22.7209326
9510,Barchaczów,460,50.6776494,23.3797475
9511,Wysokie,602,50.9096673,22.6650013
9512,Majdan Kawęczyński,160,51.1296101,22.7243367
9513,Sochy,390,50.5834517,22.9486316
9514,Bystrzyca Stara,451,51.0732874,22.4656461
9515,Hamernia,377,50.4574516,23.1155247
9516,Szozdy,265,50.5781963,22.9364609
9517,Dorohusk,493,51.1608274,23.8034470
9518,Bychawa,5178,51.0152225,22.5345350
9519,Skierbieszów,1317,50.8520295,23.3672563
9520,Piotrowice,1093,51.0893597,22.4761313
9521,Szczebrzeszyn,5245,50.6946972,22.9786754
9522,Urzędów,3500,50.9939046,22.1435756
9523,Kraśnik,35788,50.9249236,22.2292060
9524,Szopowe,135,50.5199239,23.0724400
9525,Dąbrówka,510,50.3607378,22.5938380
9526,Gromada,963,50.5649656,22.7039712
9527,Zagródki,330,50.3623279,22.5659430
9528,Skrzynice Pierwsze,280,51.1218326,22.6317216
9529,Rejowiec Fabryczny,4515,51.1191844,23.2467333
9530,Chodel,1400,51.1121689,22.1350543
9531,Aleksandrów,3135,50.4670774,22.8825047
9532,Dołhobyczów,1491,50.5867411,24.0348579
9533,Marianka,242,51.1024497,22.4315363
9534,Janów Lubelski,12092,50.7065895,22.4110663
9535,Bodaczów,2300,50.7170440,23.0399770
9536,Gałęzów,560,50.9889154,22.5341801
9537,Potok Górny,1341,50.3857126,22.5529402
9538,Tyszowce,2171,50.6172008,23.6982172
9539,Skrzynice Drugie,280,51.1346575,22.6411488
9540,Tuszów,529,51.0924295,22.5424232
9541,Husynne,527,50.8342127,23.9773001
9542,Krężnica Jara,1100,51.1513076,22.4677040
9543,Rabinówka,310,50.4205319,23.3709984
9544,Rogóźno,1300,50.4641175,23.3898694
9545,Bondyrz,810,50.5733043,23.0935403
9546,Kowalin,320,50.9073261,22.1559009
9547,Paary,680,50.3790553,23.2711176
9548,Chyże,380,50.3967212,23.3906126
9549,Olszanka,192,50.8205632,22.7170512
9550,Nowosiółki,466,50.5232644,23.9128899
9551,Smoryń,299,50.6618508,22.7916935
9552,Wereszcze Duże,440,51.1364902,23.3429316
9553,Markowicze,298,50.4390003,22.7392358
9554,Długi Kąt,497,50.4849940,23.1251810
9555,Pawłów,960,51.1464277,23.2124828
9556,Wrzelowiec,413,51.0930101,21.9234590
9557,Tarnawa Mała,245,50.8322669,22.7044202
9558,Nowy Bidaczów,157,50.4820748,22.6093816
9559,Ciosmy,353,50.5437549,22.5457663
9560,Wierzbica,230,50.3513368,23.6744271
9561,Tarnawatka,1000,50.5309034,23.3960072
9562,Podlesina,180,50.4016220,23.3541721
9563,Dzwola,936,50.6952887,22.5658462
9564,Uchanie,650,50.9079164,23.6471712
9565,Sigiełki,173,50.3656019,22.4164054
9566,Krzeszów Dolny,335,50.3952723,22.3593075
9567,Sarzyna,3837,50.3443285,22.3437901
9568,Przedmieście Dalsze,900,51.1421764,21.7151163
9569,Zagrody,692,50.7443713,22.6688653
9570,Susiec,1300,50.4166811,23.2041271
9571,Nowosiółki,285,50.8456009,23.8316668
9572,Harasiuki,862,50.4724756,22.4889669
9573,Jeżowe,5358,50.3738461,22.1277161
9574,Wolina,440,50.5013450,22.1809277
9575,Wólka Łosiniecka,400,50.4220067,23.2752912
9576,Księżpol,1145,50.4222214,22.7344072
9577,Krzeszów,830,50.4028474,22.3406002
9578,Nisko,15484,50.5198985,22.1398860
9579,Huta Turobińska,281,50.7892951,22.6692173
9580,Rudnik nad Sanem,6858,50.4447766,22.2440326
9581,Zynie,218,50.4416684,22.6838303
9582,Jarocin,1300,50.5674603,22.3118869
9583,Nowosielec,1500,50.4476130,22.1543125
9584,Stary Bidaczów,300,50.4902056,22.5988688
9585,Pysznica,2800,50.5751897,22.1234297
9586,Jarosławiec,1466,50.7170593,23.3628599
9587,Wólka Łamana,210,50.3481109,22.5210084
9588,Brzyska Wola,1500,50.3394395,22.5646724
9589,Ulanów,1472,50.4904352,22.2625676
9590,Annopol,2675,50.8851655,21.8550836
9591,Jastkowice,2,50.6067360,22.1032383
9592,Teptiuków,369,50.8191279,23.9363351
9593,Zagroda,278,51.0801926,23.3931388
9594,Stary Rachów,170,50.9012411,21.8985050
9595,Skrzynice-Kolonia,240,51.1069967,22.6325986
9596,Prehoryłe,401,50.6519718,24.0425879
9597,Pulczynów,184,50.6504861,22.7584747
9598,Łazów,265,50.3461920,22.4301995
9599,Szewnia Górna,220,50.6221051,23.1800779
9600,Nowa Wieś,330,50.5022390,22.2013265
9601,Jastrzębiec,290,50.3466028,22.6606809
9602,Gany,155,50.8844674,22.8887693
9603,Nowa Wieś,350,50.4235658,22.4221556
9604,Kajetanówka,100,50.6160129,22.8176445
9605,Chłopków,362,50.7128921,22.8179149
9606,Zastawie,618,50.7255798,22.6734338
9607,Wola Duża,132,50.5669323,22.7862894
9608,Janki,301,50.8691694,23.8214094
9609,Czortowice,109,50.8623810,23.8792324
9610,Ruszów,543,50.6496650,23.3206863
9611,Jarosławiec,520,50.9067778,23.7051442
9612,Wierszczyca,500,50.4505440,23.6004081
9613,Alojzów,354,50.7535367,23.8256731
9614,Dłużniów,40,50.4702265,24.0148026
9615,Sitaniec,1600,50.7510318,23.2430157
9616,Szwedy,300,50.6188538,22.2391470
9617,Gorzyce,8009,50.6682777,21.8369469
9618,Cholewiana Góra,884,50.3467546,22.0764178
9619,Lipsko,365,50.3497045,23.3367698
9620,Majdan Sopocki Drugi,712,50.4608800,23.1658194
9621,Majdan Sopocki Pierwszy,510,50.4579689,23.1758574
9622,Rudno,1064,50.3476649,18.4587816
9623,Garncarsko,190,50.9169091,16.6967704
9624,Bojszów,957,50.3346097,18.4832564
9625,Rachowice,699,50.2950777,18.4957713
9626,Sierakowice,1157,50.2799324,18.4640620
9627,Mirosławice,404,50.9553134,16.7839001
9628,Bronisze,420,52.2112193,20.8401953
9629,Bolechowo-Osiedle,1000,52.5389555,16.9718465
9630,Dobiesz,410,52.0006117,21.1048097
9631,Wojciechowice,184,52.0000392,21.0905646
9632,Renice,360,52.9310553,14.9405803
9633,Wiewiórowo,40,54.1296252,16.3947744
9634,Wólka Kozodawska,896,52.0354690,21.0103705
9635,Radlin,17984,50.0486957,18.4791456
9636,Mokrzeszów,1100,50.8512404,16.3705854
9637,Sade Budy,940,52.0589059,20.4930646
9638,Przylasek,41,51.0442474,15.2047562
9639,Dąbrówka-Marianka,40,51.8856591,19.4414196
9640,Chmielno,160,53.9256334,16.4877321
9641,Kąkolewo,2100,51.8598633,16.6917319
9642,Kozłów,1024,50.3048116,18.5631343
9643,Łany Wielkie,748,50.2879560,18.5443374
9644,Lubań,21921,51.1180898,15.2892651
9645,Olszyna,4769,51.0655505,15.3753102
9646,Szałsza,323,50.3397343,18.7141093
9647,Chmieleń,560,50.9795238,15.4827780
9648,Odrowąż,110,51.0103627,19.7045547
9649,Karpacz,4570,50.7747485,15.7542035
9650,Łupki,200,51.0221450,15.6492874
9651,Samołęż,355,52.6929916,16.4218404
9652,Nowa Wieś,1323,52.6914820,16.3944620
9653,Bobulczyn,267,52.6688319,16.3953063
9654,Oporowo,196,52.6637328,16.4250480
9655,Stróżki,389,52.7060593,16.4141290
9656,Stare Miasto,221,52.6942357,16.3536118
9657,Wróblewo,395,52.6657566,16.3088830
9658,Dobrojewo,576,52.6443340,16.4178104
9659,Binino,384,52.6387469,16.3860157
9660,Bielejewo,85,52.6380623,16.3585366
9661,Kluczewo,292,52.6435129,16.4698141
9662,Ostroróg,1958,52.6267433,16.4491743
9663,Szczepankowo,400,52.6215148,16.5024717
9664,Obrzycko,2189,52.7064375,16.5252416
9665,Psary,850,51.1872366,17.0313689
9666,Rakoniewice,3523,52.1393485,16.2738532
9667,Kłodzisko,306,52.6680581,16.2750825
9668,Ćmachowo,533,52.6806258,16.3181299
9669,Wierzchocin,247,52.6620883,16.3625862
9670,Marianowo,224,52.6799524,16.3742671
9671,Czekanów,981,50.3479321,18.7360994
9672,Świętoszowice,595,50.3633347,18.7361205
9673,Ujsoły,2392,49.4824152,19.1388455
9674,Złatna,801,49.4950164,19.1761308
9675,Olszany,970,50.9101491,16.3296463
9676,Nieborowice,723,50.2260301,18.6123215
9677,Pilchowice,2919,50.2147849,18.5626191
9678,Kruszyna,968,50.9687113,19.2763853
9679,Bogusławice,513,50.9562316,19.2595870
9680,Janów,964,50.7216400,19.4364000
9681,Bargłówka,762,50.2269361,18.4746601
9682,Borowno,1364,50.9311965,19.2730171
9683,Wikłów,174,50.9945105,19.2959275
9684,Łęg,94,51.0303665,19.2976308
9685,Kotlarnia,743,50.2786525,18.3675283
9686,Goszyce,147,50.2683291,18.4141207
9687,Trachy,791,50.2540260,18.5118246
9688,Czelin,420,52.7356521,14.3809485
9689,Mieszkowice,3612,52.7854120,14.4954296
9690,Gozdowice,123,52.7658510,14.3223027
9691,Stary Błeszyn,149,52.7595236,14.3439177
9692,Dębno,12368,52.7396681,14.7014522
9693,Suchań,1466,53.2799427,15.3188331
9694,Brzeg,36980,50.8614882,17.4704970
9695,Guty Rożyńskie,60,53.6448254,22.2785178
9696,Dmusy,140,53.6421734,22.1919159
9697,Słójka,60,53.3082982,23.6189261
9698,Racławice Wielkie,223,50.9979824,16.9134064
9699,Magnice,290,50.9886959,16.9590265
9700,Rajcza,3438,49.5032210,19.1013077
9701,Kobierzyce,2095,50.9720586,16.9298119
9702,Królikowice,301,50.9748639,16.9059856
9703,Księginice,120,50.9967769,16.9818522
9704,Zacharzyce,118,51.0372584,17.1038821
9705,Groblice,312,51.0126304,17.1745037
9706,Siemianice,319,51.3199549,16.9119644
9707,Mokry Dwór,380,51.0715232,17.1242060
9708,Trestno,110,51.0766321,17.1446562
9709,Starkowo,500,51.9771535,16.3099072
9710,Zalesie,30,53.5740305,14.3755386
9711,Baborówko,480,52.5852574,16.6299200
9712,Szczuczyn,257,52.6374139,16.5790306
9713,Bielsko,1300,52.6073270,15.9228416
9714,Wielowieś,296,52.5863672,15.8956989
9715,Paniowice,308,51.2119128,16.9429035
9716,Raków,78,51.2353418,16.8840138
9717,Domaszków,180,51.3175616,16.4712904
9718,Paczkowo,1251,52.4008910,17.1573572
9719,Budków,154,51.4794721,16.4736500
9720,Łukaszowice,210,51.0123469,17.0874884
9721,Rynakowice,39,50.9632299,17.1259628
9722,Gęsice,211,50.9495346,17.1174729
9723,Szukalice,100,50.9982466,17.0047857
9724,Raków,240,51.1960689,17.0683436
9725,Siedlec,695,51.2312709,17.1153375
9726,Komorówko,231,51.3825683,17.0782730
9727,Biedaszków Mały,121,51.4023966,17.0976359
9728,Pakosław,890,51.6166744,17.0574516
9729,Borów,900,50.8823730,16.9889297
9730,Szczawin,410,50.7941638,17.0576872
9731,Jegłowa,730,50.7301296,17.1572068
9732,Przeworno,1259,50.6863108,17.1658038
9733,Kamiennik,702,50.5704046,17.1506883
9734,Goworowice,370,50.5446073,17.1397871
9735,Meszno,380,50.4364025,17.1469191
9736,Piotrowice Nyskie,300,50.4113244,17.1529222
9737,Jasienica Górna,400,50.3986160,17.1292766
9738,Ołdrzychowice Kłodzkie,2500,50.3641149,16.7126089
9739,Osieczany,1300,49.8414451,19.9798684
9740,Łęki,966,49.8351637,20.0167932
9741,Lizawice,300,50.9736220,17.2155532
9742,Marcinkowice,1699,50.9861907,17.2265061
9743,Zakrzów,262,51.0025638,17.2541611
9744,Sianożęty,280,54.2066429,15.7275772
9745,Nowiny Wielkie,1300,52.6716168,15.0057794
9746,Nowa Wieś,809,50.4435882,19.0888969
9747,Zawada,159,50.4373395,19.0969379
9748,Sadowie,389,50.4340748,19.1191658
9749,Toporowice,861,50.4218942,19.1411342
9750,Brzękowice-Wał,62,50.4010839,19.1137524
9751,Psary,2717,50.3789233,19.1110804
9752,Twardowice,381,50.4174454,19.0898805
9753,Kowale,40,53.7051807,19.1977194
9754,Otanów,240,52.9971316,14.8764666
9755,Jagodne,720,51.1455655,20.9746463
9756,Bąki,50,50.9811335,16.8857895
9757,Niemcza,3121,50.7163426,16.8350398
9758,Święcko,253,50.4978858,16.5859290
9759,Żarnowiec,738,50.4832713,19.8624200
9760,Powodowo,571,52.1223157,16.0520096
9761,Grotniki,564,51.9479486,16.3571231
9762,Malin,459,51.2172483,17.0622972
9763,Brochocin,154,51.2783769,17.0872169
9764,Będkowo,148,51.2877243,17.0450465
9765,Pierwoszów,200,51.2493843,17.0773822
9766,Gołuchowice,426,50.4416526,19.2673497
9767,Wrocław,634487,51.1089776,17.0326689
9768,Czadrów,720,50.7620611,16.0569800
9769,Krzeszów,1527,50.7333131,16.0689853
9770,Kowary,10813,50.7937534,15.8338236
9771,Janowice,140,50.8488437,21.2439172
9772,Małoszyce,328,50.5400532,19.8183939
9773,Przysieka,630,50.4741698,19.9981830
9774,Sienno,1000,51.0849800,21.4734506
9775,Jęgrzna,490,50.9816654,20.7731646
9776,Konaszówka,260,50.4505290,20.1276117
9777,Brody,1737,51.0257061,21.2186568
9778,Wiącka,460,50.9757927,20.8604574
9779,Zachełmie,568,50.9735666,20.6970885
9780,Przełom,162,51.0220630,20.4453290
9781,Truskolasy,140,50.8282466,21.2708922
9782,Gatniki,150,51.1295265,20.3610881
9783,Krynki,1273,51.0067610,21.1887865
9784,Osiny,280,50.6942356,20.7947289
9785,Mąchocice Kapitulne,1361,50.8904340,20.7687927
9786,Bień,80,51.0540627,20.5660478
9787,Chełm,892,50.3586058,19.7553414
9788,Masłów Drugi,1337,50.9178689,20.7250138
9789,Gózd,560,50.9841585,20.7660427
9790,Sarbice Drugie,247,51.0006354,20.2614750
9791,Słupia,950,50.6033424,19.9715401
9792,Wolica,340,50.4831626,20.0910470
9793,Złota,960,50.3805223,20.5917690
9794,Krajno Pierwsze,663,50.8926023,20.8494791
9795,Zagorzyce,260,50.3806763,19.9934597
9796,Prusinowice,220,50.9053348,21.1943264
9797,Czermin,1557,50.3396860,21.3334838
9798,Podchojny,780,50.6606303,20.3295139
9799,Cisów,471,50.7593245,20.8973277
9800,Kamionka,420,50.4613414,20.0273987
9801,Buk,255,50.3414969,19.8597890
9802,Wiązownica Duża,750,50.5674330,21.3508076
9803,Zarzecze,196,50.4655810,19.6595267
9804,Dąbrowa,1073,50.9092339,20.6885836
9805,Kamieniec,180,50.9629557,20.8964538
9806,Raków,1174,50.6750443,21.0423365
9807,Korytnica,249,50.6227742,21.0562194
9808,Rogów,160,50.4549246,20.0565680
9809,Drożdżów,140,51.1075190,20.7248784
9810,Żarczyce Małe,440,50.7856367,20.2050951
9811,Krępa Górna,320,51.1511596,21.5546811
9812,Chodków Stary,180,50.5330960,21.5982669
9813,Świniary,351,50.3570689,20.9446529
9814,Górno-Parcele,552,50.8610758,20.8294916
9815,Czajków Południowy,380,50.5681451,21.3081944
9816,Hucisko,240,50.9617712,20.8697127
9817,Ślęzany,513,50.6687425,19.5963680
9818,Lipnik,400,50.7294798,21.4912303
9819,Krajno Drugie,698,50.8704637,20.8679059
9820,Jasieniec,280,50.5576361,19.8675076
9821,Rączki,401,51.0183852,19.8964886
9822,Czajków Północny,610,50.5776942,21.2911958
9823,Ujazd,530,50.7133276,21.3105453
9824,Wierzbica,270,50.5015700,20.0558461
9825,Aleksandrów Duży,200,51.0817846,21.5937113
9826,Kłoda,603,50.5006366,21.2237316
9827,Biskupice,400,50.3485447,19.9894467
9828,Mostki,510,51.0533211,20.8975682
9829,Dosłońce,80,50.3459960,20.2311951
9830,Niedziałki,198,50.4796913,21.2640627
9831,Kostomłoty Pierwsze,1571,50.9180484,20.5905677
9832,Ulesie,423,50.8081921,19.5857109
9833,Łagów,1562,50.7754877,21.0839837
9834,Podzamcze,340,50.7818033,20.4639198
9835,Ostrołęka,267,50.6289761,21.6986220
9836,Komorów,230,50.3436313,20.0073526
9837,Słupca,14019,52.2872924,17.8713612
9838,Ląd,60,52.2073140,17.8933834
9839,Wieluń,23546,51.2205345,18.5701081
9840,Kęszyca Leśna,667,52.4088350,15.4691309
9841,Radzionków,17025,50.4002717,18.9026247
9842,Boniowice,104,50.3954705,18.7087882
9843,Podpolichno,50,50.8265588,20.3796112
9844,Warszawa,1792718,52.2319581,21.0067249
9845,Dobkowice,113,50.9246195,16.8742106
9846,Damianowice,83,50.9193059,16.8534668
9847,Wilczyn,450,51.2855342,16.9550010
9848,Borkowice,94,51.2951199,16.9928950
9849,Droszów,87,51.2985237,17.0069678
9850,Janików,332,50.9694219,17.3735172
9851,Bystrzyca,2438,50.9608004,17.3974078
9852,Dobrzyń,700,50.9461178,17.4692245
9853,Czepielowice,800,50.8774139,17.5621148
9854,Popielów,2400,50.8242482,17.7421940
9855,Kowalów,272,50.7617271,17.2291080
9856,Grodków,8746,50.6981570,17.3849804
9857,Prądy,370,50.6535441,17.7109176
9858,Chróścina,1585,50.6654559,17.8139394
9859,Mechnice,980,50.6659383,17.8288190
9860,Sosnówka,121,50.6519586,17.6755146
9861,Gilów,700,50.7213154,16.7644487
9862,Wilków,900,51.0998227,17.6644757
9863,Nowa Biała,1550,49.4406690,20.1439698
9864,Wawrów,1200,52.7499100,15.2921554
9865,Orneta,9837,54.1155533,20.1303378
9866,Sława Wielkopolska,109,52.6375687,17.1457634
9867,Kobiór,4702,50.0607873,18.9339311
9868,Halinów,3707,52.2258575,21.3529522
9869,Libertów,1952,49.9723633,19.8962098
9870,Bukowo,222,50.9009473,18.0982241
9871,Czarny Dunajec,3772,49.4404930,19.8535612
9872,Czyże,590,52.7794719,23.4220047
9873,Dubiny,797,52.7706364,23.5889042
9874,Kleszczele,1345,52.5741730,23.3254851
9875,Czeremcha-Wieś,420,52.5299434,23.3153218
9876,Czeremcha,2640,52.5141029,23.3522319
9877,Lipno,14968,52.8473901,19.1792654
9878,Bukowiec,1020,52.2934435,16.2465959
9879,Sępolno Wielkie,200,53.9493893,16.7807536
9880,Bagno,456,51.3392058,16.8203816
9881,Górowo,373,51.3674550,16.8034382
9882,Warnino,196,53.9496204,16.3462869
9883,Jary,92,51.2834680,16.8678584
9884,Słońsk,2973,52.5649328,14.8053799
9885,Krzywiń,1637,51.9629280,16.8192950
9886,Krzaki Czaplinkowskie,636,51.9777986,21.1634904
9887,Czersk,783,51.9590773,21.2319862
9888,Police,34120,53.5486435,14.5657399
9889,Dobieszczyn,5,53.6001541,14.3335889
9890,Wilkowice,6604,49.7626335,19.0928616
9891,Bielawa,335,51.1602097,17.2524171
9892,Kamionka-Kolonia,930,50.4171956,22.3322800
9893,Drezdenko,10200,52.8398486,15.8318163
9894,Kały,312,50.8327789,18.0756928
9895,Murów,1334,50.8619578,17.9459950
9896,Pokój,1400,50.9014642,17.8382418
9897,Sierpc,17013,52.8529055,19.6675433
9898,Skępe,3669,52.8671562,19.3465204
9899,Ulnowo,100,53.4684516,20.1804880
9900,Mogowo,600,52.5648363,20.7695028
9901,Opinogóra Górna,630,52.9038465,20.7143163
9902,Kruszewo,140,53.0423647,19.8396027
9903,Kuczbork-Osada,310,53.0852777,20.0473242
9904,Rudyszwałd,1697,49.9395545,18.2935474
9905,Kosów Lacki,2062,52.5960805,22.1471764
9906,Kamienna,441,51.0760225,17.7599677
9907,Turka,2640,51.2864512,22.6769642
9908,Rudnik,536,51.2840781,22.5969941
9909,Wisła,11333,49.6523647,18.8709256
9910,Boleszkowice,1405,52.7259036,14.5681557
9911,Chudów,1493,50.2132854,18.7789532
9912,Paniówki,2297,50.2316928,18.7817607
9913,Byków,598,51.1915050,17.2360657
9914,Unikowice,344,50.4437465,17.0135059
9915,Dziewiętlice,538,50.4105651,17.0812189
9916,Kalety,8681,50.5636291,18.8857460
9917,Strojec,75,52.2715223,20.3431570
9918,Jaszowice,145,50.9175626,16.8933626
9919,Mokas,360,52.2731275,20.3270860
9920,Drobin,2938,52.7377981,19.9893151
9921,Kuźnia Raciborska,5409,50.2007002,18.3105735
9922,Radymno,5354,49.9517176,22.8183129
9923,Jawornik Ruski,146,49.7263186,22.3092626
9924,Dynów,6164,49.8134771,22.2338151
9925,Korbielów,1200,49.5829556,19.3430082
9926,Mszana Dolna,7941,49.6779756,20.0820073
9927,Jordanów,5340,49.6492876,19.8299532
9928,Bukowina Tatrzańska,2700,49.3423002,20.1072586
9929,Dobczyce,6469,49.8803432,20.0905415
9930,Kańczuga,3222,49.9843732,22.4131838
9931,Sieniawa,2161,50.1780728,22.6102155
9932,Dąbrowica,917,50.5433019,22.6584226
9933,Hel,3491,54.6066432,18.8027076
9934,Osinów Dolny,190,52.8522222,14.1447222
9935,Kruszwica,9004,52.6743797,18.3254766
9936,Koziegłowy,2480,50.5978707,19.1615203
9937,Oleśniczka,304,51.1469694,17.2804047
9938,Słupia pod Bralinem,356,51.2928035,17.7923220
9939,Osowa,328,51.3270112,18.2221347
9940,Domanin,300,51.3452014,18.0228386
9941,Bielawy,60,51.8669689,17.9000452
9942,Witoldów,100,51.8624836,18.0980715
9943,Dąbrowa,1000,51.2315651,18.5413023
9944,Ostrówek,410,51.3680036,18.3076211
9945,Kościerzyn,400,51.6226588,18.6389710
9946,Biskupice,560,51.6493115,18.6671903
9947,Zapolice,730,51.5410323,18.8820676
9948,Czechy,1600,51.6067519,18.8984611
9949,Krąków,220,51.7294656,18.5150445
9950,Zielęcin,130,51.7362978,18.5125606
9951,Ziemięcin,100,51.8371964,18.5435058
9952,Poroże,271,51.9191575,18.4005768
9953,Żdżenice,346,51.9778318,18.4118415
9954,Dobra,1454,51.9161774,18.6159693
9955,Psary,240,51.9904615,18.6183722
9956,Januszówka,102,51.9007462,18.6960422
9957,Balin,110,51.9377824,18.8192247
9958,Stępin,391,51.2133659,17.2850242
9959,Koło,20833,52.2019866,18.6359912
9960,Łęg,451,50.1467241,18.2421846
9961,Kozłówki,65,50.0885462,17.9676976
9962,Nowa Cerekwia,922,50.0932790,17.9297403
9963,Kietrz,6267,50.0796271,18.0021082
9964,Krępa,419,51.9859451,21.0805667
9965,Jazgarzewszczyzna,447,52.0669748,20.9828867
9966,Mystków,1900,49.6058725,20.7892724
9967,Spytkowice,390,49.9949790,19.5087999
9968,Gołuchowice,486,49.9410941,19.7727159
9969,Medyka,2658,49.8057989,22.9375415
9970,Głubczyce,12900,50.2001072,17.8301977
9971,Zduny,4587,51.6463268,17.3776170
9972,Koźmin Wielkopolski,6698,51.8256567,17.4528473
9973,Trzemeszno,7843,52.5600669,17.8208936
9974,Pakość,5997,52.8073319,18.0899612
9975,Krapkowice,16721,50.4747406,17.9670987
9976,Gogolin,6565,50.4925107,18.0176197
9977,Pietrusza Wola,295,49.8043091,21.6957049
9978,Bratkówka,650,49.7602356,21.7140328
9979,Rzepnik,174,49.7907767,21.7274970
9980,Kostarowce,761,49.5851482,22.1124146
9981,Jurowce,420,49.5974355,22.1353426
9982,Srogów Górny,542,49.6103748,22.1450787
9983,Grabownica Starzeńska,3000,49.6583537,22.0775822
9984,Pakoszówka,945,49.6212430,22.1068973
9985,Falejówka,643,49.6286975,22.1605566
9986,Krzanowice,2200,50.0179310,18.1216249
9987,Pietraszyn,300,50.0327833,18.0924726
9988,Raczkowa,360,49.6379258,22.1849814
9989,Kłecko,2661,52.6324247,17.4282911
9990,Milówka,4448,49.5576572,19.0877284
9991,Błażowa,2176,49.8856022,22.1008013
9992,Głuchołazy,14257,50.3170828,17.3833809
9993,Prudnik,21778,50.3217212,17.5801041
9994,Głogówek,5755,50.3534373,17.8619329
9995,Dobrodzień,3752,50.7288597,18.4443360
9996,Tomice,504,52.0085079,21.1575134
9997,Moczydłów,391,51.9979720,21.2025149
9998,Wólka Załęska,262,52.0111934,21.1876918
9999,Kulno,600,50.3314811,22.4867106
10000,Łęg,266,53.4090637,18.5447295
10001,Zamość,1373,53.0741392,17.8078821
10002,Krzepice,4475,50.9706951,18.7255158
10003,Biała,2456,50.3853609,17.6599107
10004,Kolonowskie,3343,50.6528574,18.3831071
10005,Korfantów,1855,50.4879782,17.5984184
10006,Blachownia,9865,50.7820239,18.9684255
10007,Nekla,3621,52.3656249,17.4144598
10008,Nowe,6022,53.6462325,18.7290468
10009,Piechowice,6194,50.8494747,15.5976047
10010,Polkowice,22525,51.5039288,16.0713371
10011,Kowal,3541,52.5308373,19.1499427
10012,Brześć Kujawski,4697,52.6048164,18.9015463
10013,Aleksandrów Kujawski,12565,52.8765365,18.6935744
10014,Ciechocinek,10880,52.8825520,18.7906883
10015,Gniewkowo,7200,52.8944290,18.4066817
10016,Barcin,7609,52.8632346,17.9472463
10017,Pajęczno,6700,51.1468824,18.9956984
10018,Miasteczko Śląskie,7379,50.4915736,18.9230247
10019,Brańsk,3800,52.7454145,22.8328169
10020,Łapy,15786,52.9908208,22.8830050
10021,Jodłów,62,50.1596398,16.7506556
10022,Kcynia,4713,52.9917668,17.4873729
